INLINE NewClassTable,Name,Description,ID,Default Class Promoted From/To,Standing Map Anims,Move Speed,Generic Mug,N/A,HP,Atk,Skl,Spd,Def,Res,Con,Mov,HP Cap,Atk Cap,Skl Cap,Spd Cap,Def Cap,Res Cap,Con Cap,Class Relative Power,HP Growth,Atk Growth,Skl Growth,Spd Growth,Def Growth,Res Growth,Luck Growth,HP Promo Gain,Atk Promo Gain,Skl Promo Gain,Spd Promo Gain,Def Promo Gain,Res Promo Gain,CharClassAbility,CharClassAbility,CharClassAbility,CharClassAbility,Sword,Lance,Axe,Bow,Staff,Anima,Light,Dark,Battle Anims,Move Costs,Rain Move Costs,Snow Move Costs,Avo Bonus,Def Bonus,Res Bonus,Class Type
ChanseyID,ChanseyNameText,RattataDescText,0x98,0x0,ChanseySMS,0x00,0x71,0x98,34,0,5,6,0,6,11,BaseMov+2,99,10,40,40,10,45,25,4,125,5,40,45,5,50,20,6,0,0,4,0,4,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim113|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0200
TangelaID,TangelaNameText,TangelaDescText,0x99,0x0,TangelaSMS,0x00,0x72,0x99,20,3,5,3,8,1,12,BaseMov+2,55,25,40,35,45,15,25,4,60,30,40,25,55,20,20,0,3,0,0,8,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim114|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0800
KangaskhanID,KangaskhanNameText,RattataDescText,0x9A,0x0,KangaskhanSMS,0x00,0x73,0x9A,28,11,8,7,5,5,13,BaseMov+2,75,45,45,45,40,40,25,4,95,55,50,45,45,45,20,8,8,3,4,0,4,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim115|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0200
HorseaID,HorseaNameText,SquirtleDescText,0x9B,0x0,HorseaSMS,0x00,0x74,0x9B,17,3,3,5,3,1,3,BaseMov+1,45,25,35,35,35,15,25,3,50,25,35,45,35,15,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim116|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x02
SeadraID,SeadraNameText,SquirtleDescText,0x9C,0x0,SeadraSMS,0x00,0x75,0x9C,23,6,7,7,6,2,9,BaseMov+2,65,35,45,45,45,25,25,4,70,45,45,45,50,30,20,6,3,4,2,3,1,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim117|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x02
GoldeenID,GoldeenNameText,SquirtleDescText,0x9D,0x0,GoldeenSMS,0x00,0x76,0x9D,18,7,4,4,2,2,6,BaseMov+1,50,35,35,35,30,20,25,3,55,45,40,40,30,20,20,0,1,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim118|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x02
SeakingID,SeakingNameText,SquirtleDescText,0x9E,0x0,SeakingSMS,0x00,0x77,0x9E,24,11,8,6,3,5,11,BaseMov+2,65,45,45,45,30,40,25,4,75,55,50,35,35,45,20,6,4,4,2,1,3,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim119|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x02
StaryuID,StaryuNameText,SquirtleDescText,0x9F,0x0,StaryuSMS,0x00,0x78,0x9F,18,2,3,4,2,2,7,BaseMov+1,50,20,35,35,25,25,25,3,55,20,35,45,25,25,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim120|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x02
StarmieID,StarmieNameText,SlowpokeDescText,0xA0,0x0,StarmieSMS,0x00,0x79,0xA0,25,6,8,9,5,5,12,BaseMov+2,70,35,50,50,40,40,25,4,80,45,50,55,45,45,20,7,4,5,5,3,3,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim121|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x4002
MrMimeID,MrMimeNameText,AbraDescText,0xA1,0x0,MrMimeSMS,0x00,0x7A,0xA1,18,2,6,6,2,9,9,BaseMov+2,45,20,45,45,25,45,25,4,50,20,45,45,30,55,20,0,0,0,0,0,4,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim122|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x4000
ScytherID,ScytherNameText,ButterfreeDescText,0xA2,0x0,ScytherSMS,0x00,0x7B,0xA2,21,11,8,9,5,5,12,BaseMov+2,60,45,45,50,40,40,25,4,65,55,50,55,45,45,20,3,9,2,3,3,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim123|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x8040
JynxID,JynxNameText,JynxDescText,0xA3,0x0,JynxSMS,0x00,0x7C,0xA3,21,3,6,6,1,7,10,BaseMov+2,60,25,45,45,15,45,25,4,65,30,45,45,15,55,20,0,0,0,0,0,2,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim124|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x5000
ElectabuzzID,ElectabuzzNameText,PikachuDescText,0xA4,0x0,ElectabuzzSMS,0x00,0x7D,0xA4,21,8,8,8,3,6,12,BaseMov+2,60,45,45,45,25,45,25,4,65,45,50,50,30,45,20,0,5,2,2,2,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim125|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x04
MagmarID,MagmarNameText,CharmanderDescText,0xA5,0x0,MagmarSMS,0x00,0x7E,0xA5,21,10,8,6,3,6,12,BaseMov+2,60,45,45,45,25,45,25,4,65,50,50,40,30,45,20,0,2,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim126|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x01
PinsirID,PinsirNameText,CaterpieDescText,0xA6,0x0,PinsirSMS,0x00,0x7F,0xA6,20,13,8,4,7,4,10,BaseMov+2,55,50,45,40,45,35,25,4,60,55,50,30,50,40,20,0,3,0,0,4,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim127|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x8000
TaurosID,TaurosNameText,RattataDescText,0xA7,0x0,TaurosSMS,0x00,0x80,0xA7,23,10,8,9,6,4,13,BaseMov+2,65,45,45,50,45,35,25,4,70,50,50,55,50,40,20,3,0,0,5,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim128|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0200
MagikarpID,MagikarpNameText,SquirtleDescText,0xA8,0x0,MagikarpSMS,0x00,0x81,0xA8,13,0,1,2,1,1,3,BaseMov,30,10,15,20,15,15,25,1,25,5,20,30,15,10,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim129|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x02
GyaradosID,GyaradosNameText,GyaradosDescText,0xA9,0x0,GyaradosSMS,0x00,0x82,0xA9,28,15,10,5,5,7,23,BaseMov+2,75,50,50,40,40,50,25,5,90,65,55,30,45,50,20,15,15,9,3,4,6,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim130|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x42
LaprasID,LaprasNameText,DewgongDescText,0xAA,0x0,LaprasSMS,0x00,0x83,0xAA,32,8,9,3,6,6,19,BaseMov+2,85,45,50,25,45,45,25,4,110,50,50,15,50,50,20,4,0,0,0,1,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim131|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x1002
DittoID,DittoNameText,RattataDescText,0xAB,0x0,DittoSMS,0x00,0x84,0xAB,17,3,3,2,2,2,3,BaseMov+2,45,30,30,30,30,30,25,3,50,20,35,25,25,25,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim132|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0200
EeveeID,EeveeNameText,RattataDescText,0xAC,FlareonID,EeveeSMS,0x00,0x85,0xAC,19,6,4,4,1,2,3,BaseMov+1,50,35,35,35,20,25,25,3,60,40,40,40,20,20,20,2,3,1,2,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim133|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0200
VaporeonID,VaporeonNameText,SquirtleDescText,0xAD,0x0,VaporeonSMS,0x00,0x86,0xAD,32,6,9,6,4,7,10,BaseMov+2,85,35,50,45,35,50,25,4,110,50,55,35,40,55,20,13,0,5,2,3,5,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim134|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x02
JolteonID,JolteonNameText,PikachuDescText,0xAE,0x0,JolteonSMS,0x00,0x87,0xAE,23,6,9,13,3,7,10,BaseMov+2,65,35,50,60,25,50,25,4,70,50,55,65,35,55,20,4,0,5,9,2,5,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim135|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x04
FlareonID,FlareonNameText,CharmanderDescText,0xAF,0x0,FlareonSMS,0x00,0x88,0xAF,23,19,11,5,3,7,10,BaseMov+2,65,60,50,35,25,50,25,4,70,70,60,25,35,55,20,4,13,7,1,2,5,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim136|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x01
PorygonID,PorygonNameText,RattataDescText,0xB0,0x0,PorygonSMS,0x00,0x89,0xB0,20,7,7,5,3,4,8,BaseMov+2,55,40,45,40,30,40,25,4,60,45,45,35,30,45,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim137|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0200
OmanyteID,OmanyteNameText,OmanyteDescText,0xB1,0x0,OmanyteSMS,0x00,0x8A,0xB1,17,6,5,4,5,2,3,BaseMov+1,45,35,40,35,40,20,25,3,45,40,40,35,45,20,20,0,0,0,0,2,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim138|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x82
OmastarID,OmastarNameText,OmanyteDescText,0xB2,0x0,OmastarSMS,0x00,0x8B,0xB2,25,9,9,5,9,3,9,BaseMov+2,70,45,50,40,50,30,25,4,80,55,50,30,60,40,20,8,3,4,1,4,1,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim139|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x82
KabutoID,KabutoNameText,OmanyteDescText,0xB3,0x0,KabutoSMS,0x00,0x8C,0xB3,17,8,5,5,5,1,3,BaseMov+1,45,40,40,40,40,15,25,3,45,45,40,45,45,20,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim140|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x82
KabutopsID,KabutopsNameText,OmanyteDescText,0xB4,0x0,KabutopsSMS,0x00,0x8D,0xB4,23,15,9,6,8,3,10,BaseMov+2,65,55,50,45,50,25,25,4,70,65,55,40,55,35,20,6,7,4,1,3,2,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim141|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x82
AerodactylID,AerodactylNameText,AerodactylDescText,0xB5,0x0,AerodactylSMS,0x00,0x8E,0xB5,24,10,8,11,3,4,19,BaseMov+3,65,45,50,55,25,35,25,3,75,50,50,60,30,40,20,1,0,0,5,0,1,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim142|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0xC0
SnorlaxID,SnorlaxNameText,RattataDescText,0xB6,0x0,SnorlaxSMS,0x00,0x8F,0xB6,37,16,11,0,3,12,22,BaseMov+1,95,55,50,10,30,55,25,4,125,65,55,0,35,65,20,13,6,3,0,0,8,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim143|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0200
ArticunoID,ArticunoNameText,ArticunoDescText,0xB7,0x0,ArticunoSMS,0x00,0x90,0xB7,26,8,11,6,8,12,20,BaseMov+3,75,40,55,45,55,60,25,5,85,55,60,35,60,70,50,0,0,0,6,5,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim144|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x1040
ZapdosID,ZapdosNameText,ZapdosDescText,0xB8,0x0,ZapdosSMS,0x00,0x91,0xB8,26,9,10,8,6,6,20,BaseMov+3,75,45,55,55,45,50,25,5,85,60,60,45,50,55,50,0,1,0,2,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim145|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x44
MoltresID,MoltresNameText,MoltresDescText,0xB9,0x0,MoltresSMS,0x00,0x92,0xB9,26,11,10,6,6,6,20,BaseMov+3,75,55,55,50,50,45,25,5,85,65,60,35,55,50,50,0,2,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim146|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x41
DratiniID,DratiniNameText,DratiniDescText,0xBA,0x0,DratiniSMS,0x00,0x93,0xBA,16,6,4,3,2,2,4,BaseMov+1,40,35,35,35,25,25,25,4,40,40,40,35,20,25,50,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim147|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x0400
DragonairID,DragonairNameText,DratiniDescText,0xBB,0x0,DragonairSMS,0x00,0x94,0xBB,20,10,7,6,3,4,16,BaseMov+2,50,45,45,40,35,35,25,4,55,50,45,40,35,40,50,4,4,3,3,1,2,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim148|IsPointer,SwimmerMov|IsPointer,SwimmerRainMov|IsPointer,SwimmerSnowMov|IsPointer,SwimmerAvoBon|IsPointer,SwimmerDefBon|IsPointer,SwimmerResBon|IsPointer,0x0400
DragoniteID,DragoniteNameText,DragoniteDescText,0xBC,0x0,DragoniteSMS,0x00,0x95,0xBC,27,21,12,7,6,7,23,BaseMov+3,75,60,60,50,50,50,25,5,85,85,65,40,55,60,50,7,11,5,1,3,3,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim149|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x0440
MewtwoID,MewtwoNameText,AbraDescText,0xBD,0x0,MewtwoSMS,0x00,0x96,0xBD,31,14,14,14,6,6,10,BaseMov+3,90,60,60,60,45,45,25,8,105,80,75,70,65,65,50,4,0,2,7,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim150|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x4000
MewID,MewNameText,AbraDescText,0xBE,0x0,MewSMS,0x00,0x97,0xBE,29,11,11,8,8,8,3,BaseMov+3,85,55,60,55,55,55,25,6,100,65,65,45,60,60,50,0,0,0,0,2,2,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,anim151|IsPointer,FlierMov|IsPointer,FlierRainMov|IsPointer,FlierSnowMov|IsPointer,FlierAvoBon|IsPointer,FlierDefBon|IsPointer,FlierResBon|IsPointer,0x4000
balding_manID,NSlashAText,NSlashAText,0xBF,0x0,balding_manSMS,0x00,1,0xBF,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
battle_girlID,NSlashAText,NSlashAText,0xC0,0x0,battle_girlSMS,0x00,1,0xC0,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
beautyID,NSlashAText,NSlashAText,0xC1,0x0,beautySMS,0x00,1,0xC1,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
billID,NSlashAText,NSlashAText,0xC2,0x0,billSMS,0x00,1,0xC2,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
blackbeltID,NSlashAText,NSlashAText,0xC3,0x0,blackbeltSMS,0x00,1,0xC3,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
blueID,NSlashAText,NSlashAText,0xC4,0x0,blueSMS,0x00,1,0xC4,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
boyID,NSlashAText,NSlashAText,0xC5,0x0,boySMS,0x00,1,0xC5,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
bug_catcherID,NSlashAText,NSlashAText,0xC6,0x0,bug_catcherSMS,0x00,1,0xC6,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
camperID,NSlashAText,NSlashAText,0xC7,0x0,camperSMS,0x00,1,0xC7,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
captainID,NSlashAText,NSlashAText,0xC8,0x0,captainSMS,0x00,1,0xC8,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
channelerID,NSlashAText,NSlashAText,0xC9,0x0,channelerSMS,0x00,1,0xC9,20,0,0,0,0,0,25,TrainerMov,0,0,0,0,0,0,25,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0x00,0x00,0x00,0x00,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,animAnyClass|IsPointer,NormMov|IsPointer,NormRainMov|IsPointer,NormSnowMov|IsPointer,NormAvoBon|IsPointer,NormDefBon|IsPointer,NormResBon|IsPointer,0x0
